,title,genres,developer,publisher,release_date
12375,LightStrike,"['Action', ' Indie', ' Simulation']",Groove Jones LLC,Groove Jones LLC,2017-02-05
12379,,,,,
12387,VR Mini Bowling,"['Sports', ' Early Access']",Brian Macumber,Brian Macumber,2017-12-29
12389,Mutato Match,"['Casual', ' Indie', ' Early Access']",Emerald Activities,Emerald Activities,
12396,Golf Masters,"['Casual', ' Indie', ' Simulation', ' Sports']",Ghost Machine,Ghost Machine,
12410,Fruit Golf,"['Casual', ' Indie', ' Sports']",Coal Car Studio Ltd.,Coal Car Studio Ltd.,
12411,Skylight,"['Indie', ' Strategy']",E McNeill,E McNeill,2017-12-28
12412,,,,,
12414,Indoor Rock Climbing VR,"['Casual', ' Indie', ' Simulation', ' Sports']",Robert Cardona,Robert Cardona,2017-12-28
12419,Orcz Evolve VR,"['Action', ' Simulation']",ARLOOPA Inc.,ARLOOPA Inc.,
12425,Wild Downtown,"['Action', ' Adventure', ' Racing', ' Early Access']",U24 Solutions,U24 Solutions,2017-12-27
12429,void LINK,"['Casual', ' Indie', ' Strategy', ' Early Access']",Zentrifuge,Zentrifuge,2017-12-27
12441,TrainerVR,"['Casual', ' Indie', ' Simulation']",sumalab,sumalab,2017-12-27
12444,ViveSpray 2,"['Casual', ' Indie', ' Simulation']",ciwolsey,ciwolsey,2017-12-27
12451,VR Ping Pong Paradise,['Sports'],SAT-BOX,SAT-BOX,2017-12-25
12463,The Team,,,,2017-10-05
12468,Rage Room,['Action'],Lockem Reality Inc,Lockem Reality Inc,2017-12-25
12469,Challenge Park,"['Action', ' Simulation', ' Sports']",ARVI LLC,AGA Ad Media LLP,2017-12-25
12477,Light Strike Array,"['Action', ' Indie', ' Strategy', ' Early Access']",Unwieldly Systems,Unwieldly Systems,2017-12-22
12486,Little Einar,"['Action', ' Adventure', ' Casual', ' Indie', ' Early Access']",MADBones Games,MADBones Games,2017-12-22
12489,Cold Cuts,"['Action', ' Casual', ' Indie', ' Simulation', ' Early Access']",CasuallyClippy,Virtual World Arcade,2017-12-22
12493,Comets Wake,"['Action', ' Adventure', ' Free to Play', ' Indie', ' Early Access']",Rocket Tiger Studios,Rocket Tiger Studios,2017-12-23
12495,Boxed In,"['Casual', ' Indie']",Red Chain Games Ltd.,Red Chain Games Ltd.,2017-12-22
12504,aMAZEing adventures,"['Adventure', ' Casual', ' Indie']",Ascendant Studio,Ascendant Studio,2017-12-21
12506,Western Bank VR,"['Action', ' Adventure', ' Casual']",Gameplay Studio VR,Gameplay Studio VR,2017-12-21
12507,,,,,
12509,Romans From Mars 360,['Action'],SideKick,Majesco Entertainment,2017-12-21
12510,NEKOPARA OVA,,,,2017-12-21
12516,Wand Wars VR,"['Action', ' Adventure', ' Indie', ' RPG']",Colossus Interactive,Colossus Interactive,
12518,Quantized,"['Casual', ' Indie', ' Simulation']",Chris Mahoney,Abstractron,2017-12-21
12523,,,,,
12530,Thug Life,"['Action', ' Adventure', ' Indie']",U24 Solutions,U24 Solutions,2017-12-20
12542,,,,,
12576,Alice Mystery Garden,['Casual'],AMG GAMES,AMG GAMES,2017-12-20
12581,Call of the Ocean,"['Adventure', ' Casual', ' Early Access']",Rotech Digital Ltd,Rotech Digital Ltd,2017-12-19
12583,,,,,
12613,,,,,
12616,Ancient Amuletor VR,"['Action', ' Casual']",TiGAMES,TiGAMES,2017-12-20
12629,Wands,"['Action', ' Strategy']",Cortopia,Cortopia,2016-08-18
12640,Drone Infiltrator,"['Action', ' Simulation', ' Strategy']",U24 Solutions,U24 Solutions,2017-12-18
12641,Shooty Fruity,"['Action', ' Simulation']",nDreams / Near Light,nDreams,2018-01-18
12644,Tooth and Claw,"['Action', ' Casual', ' Early Access']",FIRE-POINT INTERACTIVE INC,MATCH-LIGHT INTERACTIVE INC,2017-12-18
12645,,,,,
12663,,,,,
12669,REGENESIS Arcade DELUXE,"['Action', ' Early Access']",Hyperbook Studio,Blue Technology Sp. z o.o.,2017-12-18
12676,Major League Gladiators,"['Action', ' Free to Play', ' Indie']",Team Major League Gladiators,Team Major League Gladiators,2017-12-18
12688,WizzBall,"['Action', ' Indie', ' Sports']",NRVR Studios,NRVR Studios,2017-12-15
12691,APEX Tournament,"['Action', ' Indie', ' Early Access']",Douglas Liang,Fantom Fathom LLC,2017-12-15
12704,,,,,
12717,,,,,
12739,Zero Days VR,"['Casual', ' Indie']",Scatter,Scatter,2017-06-08
12743,Show It 2 Me,"['Casual', ' Indie']",Titmouse,Titmouse,2017-12-14
12747,The First Class VR,"['Indie', ' Simulation']",Light & Digital Technology,Zodiac Interactive,2017-12-14
12759,YouTube VR,['Early Access'],Google,Google,2017-12-14
12762,,,,,
12781,Manhattan,,,,2015-12-16
12784,Nurse Jackie,,,,2010-01-11
12786,Rocketjump,,,,2016-09-13
12788,Mad Men,,,,2008-09-25
12789,Orch Star,"['Action', ' Indie', ' Strategy', ' Early Access']",Orch Star Studios,Orch Star Studios,2017-12-14
12791,,,,,
12796,The Missing,,,,2015-04-14
12798,Online Gamer,,,,2012-02-09
12802,Derora,"['Action', ' Adventure', ' Casual', ' Indie', ' Racing', ' Early Access']",HoldensVR,Holdens group ltd,2017-12-13
12804,,,,,
12828,Flip the Table,"['Action', ' Indie', ' Simulation']",Barracuda Disaster,Barracuda Disaster,2017-12-13
12841,Cops and Robbers,,,,2017-12-12
12846,Beast Pets,"['Casual', ' Simulation']","Beast, Inc.","Beast, Inc.",
12853,Super Puzzle Galaxy,"['Casual', ' Simulation', ' Strategy', ' Early Access']",2 Bears Studio,Vive Studios,2017-12-12
12858,,,,,
12859,,,,,
12863,,,,,
12865,Escape Room,"['Adventure', ' Simulation', ' Early Access']",OneTechAsia,OneTechAsia,2017-12-11
12866,VR STOCK CAR RACERS,['Racing'],SAT-BOX,SAT-BOX,2017-12-11
12892,8 Bit Christmas Fireplace,,,,2017-11-15
12893,Frosty Nights,['Strategy'],Barry McCabe,Clockwork Wolf,2017-12-08
12894,A Christmas Fireplace,,,,2017-11-24
12896,,,,,
12899,,,,,
12901,Soul Survival,"['Action', ' Indie']",AVB VR Games,AVB VR Games,2017-12-08
12910,Operation Apex,"['Adventure', ' Indie', ' Simulation']",Curiscope,Vive Studios,2017-12-11
12931,Rocket Armor,"['Action', ' Indie', ' Racing', ' Simulation', ' Early Access']",Illusion Foundry Inc.,Illusion Foundry Inc.,2017-12-08
12939,,,,,
12941,,,,,
12946,X Rebirth VR Edition,"['Action', ' Simulation']",Egosoft,Egosoft,2017-12-07
12958,,,,,
12962,High Mountain Roller Coaster VR,['Education'],B.a.G.,B.a.G.,2017-12-06
12963,VR DREAM MATCH BASEBALL,['Sports'],AOI Pro. Inc.,AOI Pro. Inc.,2017-12-06
12965,Marble Land,['Indie'],Devious Technologies,Devious Technologies,2017-12-06
12966,THE BOX VR,['Action'],NAKAMA VR GAMES,"INTHEMIDDLE, NAKAMA VR",2017-11-21
12987,RIFF VR,"['RPG', ' Simulation', ' Early Access']","IMEX Media, Inc","IMEX Media, Inc",2017-12-06
12995,,,,,
13007,Galaxy Race,"['Casual', ' Racing', ' Sports']",Magic VR,Magic VR,
13023,Jam Session VR,"['Casual', ' Simulation', ' Early Access']",Prismic Studios LLC,Prismic Studios LLC,2017-12-05
13028,Accidental Muse,,,,2017-12-05
13029,The Center,,,,2017-05-15
13030,Space Dragon,"['Action', ' Indie']",3lb Games,3lb Games,2017-12-06
13031,,,,,
13033,,,,,
13035,,,,,
13036,Eye in the Sky,"['Casual', ' Indie', ' Strategy']",VinLia Games,VinLia Games,2017-12-05
13038,Mesquite Fireplace,,,,2016-12-01
13044,,,,,
13055,,,,,
13062,,,,,
13063,Digimon Adventure tri Confession,,,,2017-12-05
13067,,,,,
13074,,,,,
13077,Galactic Gallery,"['Casual', ' Indie', ' Simulation']",Bearded Eye,Bearded Eye,2017-12-04
13083,Live2D VR Girls,['Animation & Modeling'],Live2D Inc.,Live2D Inc.,2017-12-04
13092,,,,,
13100,Medicalholodeck Free,['Education'],medicalholodeck.com,nooon.io,2017-10-31
13109,Send No Flowers,,,,2013-07-31
13114,Love Beats Rhymes,,,,2017-12-01
13115,Sea Smackdown,,,,2017-12-01
13118,Pop Pop Boom Boom VR,"['Action', ' Indie']","Thorne Media, LLC","Thorne Media, LLC",2017-12-01
13130,HOVR,"['Action', ' Free to Play', ' Indie', ' Racing', ' Early Access']",Mantaray,Mantaray,
13150,,,,,
13152,Totally Realistic Sledding VR,"['Action', ' Adventure', ' Casual', ' Indie', ' Racing', ' Simulation', ' Sports', ' Early Access']",Plectrum Software,Plectrum Software,2017-11-30
13161,,,,,
13168,,,,,
13177,RadianVR,"['Casual', ' Indie', ' Early Access']",Grand Unified LLC,Grand Unified LLC,2017-11-30
13180,Different Flowers,,,,2017-02-02
13212,,,,,
13214,Attack of the Bugs,['Action'],Empty Clip Studios,Empty Clip Studios,2017-11-29
13219,,,,,
13231,,,,,
13239,Rememory,,,,2017-11-28
13248,,,,,
13256,OlympicVR,"['Casual', ' Indie', ' Simulation', ' Sports', ' Early Access']",Anarkica Games,Anarkica Games,2017-11-28
13274,Top Secret,"['Action', ' Adventure']",Sky Nite,Sky Nite,2017-11-27
13275,,,,,
13283,Dragon Orb,"['Action', ' Casual', ' Indie', ' Strategy']",WaVR,WaVR,2017-12-07
13295,,,,,
13302,,,,,
13310,Tevris,"['Action', ' Casual', ' Indie']",Vice Age,Vice Age,2017-11-23
13318,Alchemist Defender VR,"['Action', ' Strategy']",TreeView Studios,TreeView Studios,2017-11-22
13339,Escape Camp Waddalooh,"['Adventure', ' Indie', ' Simulation']",Falkrus,Falkrus,2017-11-22
13341,,,,,
13350,The Mystery of the Uurnog,,,,1981-04-22
13352,Barrels Up,"['Action', ' Casual']",Eden Agency,Eden Agency,2017-11-22
13359,,,,,
13379,Musical Range,"['Casual', ' Indie', ' Simulation']",Odd Time Studios,Odd Time Studios,
13381,,,,,
13393,,,,,
13403,REGENESIS Arcade Lite,"['Action', ' Adventure', ' Casual']",Hyperbook Studio,Blue Technology Sp. z o.o.,2017-11-20
13408,My Way VR,"['Casual', ' Simulation']",Destinations VR,Destinations VR,2017-11-20
13410,VR Squash 2017,"['Simulation', ' Sports']",David Cseh,David Cseh,2017-11-20
13411,Aerofly FS 2 Flight Simulator,"['Indie', ' Simulation']",IPACS,IPACS,2017-11-20
13427,Paddle Master VR,"['Casual', ' Indie', ' Sports']",Raging Pygmy Goat Games,Raging Pygmy Goat Games,2017-11-18
13428,VoxVR Viewer,"['Animation & Modeling', ' Design & Illustration', ' Utilities']",Broken Vector,Broken Vector,2017-11-18
13467,Mystery Stone from Heaven,"['Adventure', ' Casual', ' Simulation', ' Strategy']",Simple Culture and Creativity LLC,"Shuidonggou Travel Development co.LTD, Simple Culture and Creativity LLC",2017-11-12
13473,ZombVR,"['Action', ' Casual', ' Indie']",DonkeyKwon Games,DonkeyKwon Games,2017-11-17
13476,,,,,
13477,NO ONE,['Indie'],GRADE6,GRADE6,2017-11-17
13487,,,,,
13488,Wrath of Loki VR Adventure,"['Adventure', ' Casual', ' Indie']",The House of Fables,The House of Fables,2017-11-16
13494,Vinyl Reality,"['Indie', ' Simulation', ' Audio Production', ' Early Access']",EntroPi Games,EntroPi Games,2017-11-16
13496,The VU,"['Animation & Modeling', ' Design & Illustration', ' Education', ' Early Access']",David W. Johnson,Argos.VU,2017-10-20
13509,Battle Buddies VR,"['Action', ' Indie', ' RPG', ' Simulation', ' Strategy', ' Early Access']",C5A,C5A,2017-11-01
13515,Guardians,,,,2017-11-15
13516,Board Games VR,"['Casual', ' Free to Play', ' Indie', ' Early Access']",artArmin,artArmin,2017-11-15
13527,SpaceCoaster VR,"['Casual', ' Indie', ' Simulation']",Robert Cardona,Robert Cardona,2017-11-15
13533,Hunt For Gods,"['Action', ' Free to Play', ' Massively Multiplayer', ' RPG', ' Strategy', ' Early Access']",StarworkGC,StarworkGC,2017-11-15
13536,Windows Mixed Reality for SteamVR,"['Utilities', ' Early Access']",Microsoft,Microsoft,2017-11-15
13537,,,,,
13542,Glorious Noon,"['Action', ' Free to Play', ' Indie']",Jehan Kobe Chang,Jehan Kobe Chang,2017-11-14
13549,RibbonChase,"['Casual', ' Racing']",Captain,Captain,2017-11-14
13571,,,,,
13577,,,,,
13598,RacetronicVR,['Racing'],Charles Cochrane,Charles Cochrane,2017-11-13
13599,Willowisp VR,"['Action', ' Indie', ' Early Access']",Will Petillo,Will Petillo,2017-11-13
13600,,,,,
13603,,,,,
13605,,,,,
13607,Scorb VR,['Strategy'],Bobafetta,Bobafetta,2017-11-03
13618,鉄道運転士VR,"['Casual', ' Simulation']","CRAVA,Inc.","CRAVA,Inc.",2017-11-13
13620,,,,,
13631,Skyfront VR,"['Action', ' Indie', ' Simulation', ' Early Access']",Levity Play,Levity Play,2017-11-10
13632,Magical Squash,"['Action', ' Casual', ' Indie', ' Simulation', ' Sports']",RISING GAME,RISING GAME,2017-11-10
13635,Fragments,"['Adventure', ' Indie']",Pulsarium,Pulsarium,2017-11-09
13668,Naklua VR,"['Adventure', ' Casual', ' Indie', ' Sports', ' Early Access']",Fly Dream Dev,Fly Dream Dev,2017-11-10
13678,,,,,
13702,Miracle In The Woods,,,,2017-11-08
13704,The Only Living Boy in New York,,,,2017-10-20
13706,Order Up VR,"['Casual', ' Indie', ' Simulation', ' Early Access']","Gambit Games Studio, LLC","Gambit Games Studio, LLC",2017-11-08
13709,vBuilder,['Animation & Modeling'],"TSMOUNT, Inc.","TSMOUNT, Inc.",2017-11-08
13722,Roman Sacrifice in Córdoba,"['Adventure', ' Casual']",Lithodomos VR,Lithodomos VR,2017-11-06
13740,Hide N Seek VR,"['Casual', ' Indie', ' Early Access']",Antoine Rigitano,Infiniverse,2017-11-07
13741,SUPERHYPERCUBE,"['Casual', ' Indie']",Kokoromi,Polytron,2017-11-07
13742,,,,,
13745,Gravity Tunnel VR,['Simulation'],Qverty.com,Qverty.com,2017-11-06
13751,Sweaty Palms,"['Action', ' Indie', ' Early Access']",Delattre & Harger,Delattre & Harger,2017-11-06
13760,Podium Bash,"['Casual', ' Indie', ' Early Access']",Feisty Crab Studios,Feisty Crab Studios,2017-11-02
13768,A Writer And His Daughter,"['Adventure', ' Indie']",Dimfrost,Dimfrost,2017-11-02
13774,Skytropolis,"['Indie', ' Simulation']",Mythical City Games,LNG Studios,2017-11-02
13775,Atlantis VR,"['Casual', ' Simulation']",MMEU,Forever Entertainment S. A.,2017-11-03
13776,Dream Golf VR,"['Casual', ' Free to Play', ' Indie', ' Sports']",Isaac Stearns,Isaac Stearns,2017-11-03
13781,Morgan lives in a Rocket House in VR,"['Casual', ' Free to Play', ' Indie']",Fold Up Studios,Fold Up Studios,2017-11-03
13791,Audio Factory,"['Adventure', ' Casual']",Google,Google,2017-11-05
13796,RUN ROOMS,"['Action', ' Adventure', ' Indie', ' Massively Multiplayer', ' Simulation']",IDALGAME,IDALGAME,2017-09-20
13799,Athenian Acropolis,"['Adventure', ' Casual']",Lithodomos VR,Lithodomos VR,2017-11-02
13803,ShadowCore VR,"['Action', ' Adventure', ' Casual', ' Indie', ' Simulation', ' Early Access']",Serebrum Lab,"Silverstar Network Technology Co.,Ltd., Serebrum Lab",2017-11-01
13805,Ninja in Training,"['Casual', ' Indie']",Tall James Games,Tall James Games,2017-11-02
13811,,,,,
13812,Merper VR,"['Casual', ' Free to Play', ' Indie', ' Simulation']",Federico Schliemann,Federico Schliemann,2017-11-02
13813,Travel VR,"['Casual', ' Free to Play']",Little Maxima LLC,Little Maxima LLC,2017-11-01
13824,Kitty Rescue,"['Action', ' Casual', ' Simulation']",Mesmerise Studios,Mesmerise Global,2017-11-01
13825,Nemesis,"['Action', ' Indie', ' Early Access']",Fungun Limited,Kevin Bramhill,2017-11-01
13828,Soundscape,"['Casual', ' Indie', ' Simulation']",Groove Science,Groove Science Studios,2017-11-01
13844,Dream Pets VR,"['Casual', ' Simulation', ' Early Access']",Subdream Studios,Subdream Studios,2017-11-01
13854,,,,,
13855,Armed Warrior VR,['Action'],antrorse,antrorse,2017-10-31
13857,DlodloVRPlayer,['Utilities'],DLODLO,DLODLO,2017-10-30
13865,Paradiddle,"['Casual', ' Indie', ' Simulation', ' Early Access']",Emre Tanirgan,Emre Tanirgan,2017-10-31
13881,CubeWorks,"['Casual', ' Indie', ' Strategy']",TinMoon Studios,TinMoon Studios,2017-10-31
13882,Kokoda VR,"['Free to Play', ' Simulation']",Australian Broadcasting Corporation,Australian Broadcasting Corporation,2017-10-22
13895,Cow Milking Simulator,"['Casual', ' Indie']",IMGNATION Studios,IMGNATION Studios,2017-10-31
13906,SightLineVR,"['Action', ' Adventure']",Frooxius,Solirax,2013-08-25
13937,,,,,
13945,The Shickles,,,,2017-10-24
13959,Light of Mine,"['Action', ' Adventure', ' Indie', ' RPG', ' Simulation']",nonPareil Studios,nonPareil Institute,2017-10-30
13976,,,,,
13983,The Royal Tutor,,,,2017-10-26
13984,Tsukigakirei,,,,2017-10-26
13985,,,,,
13986,Hinako Note,,,,2017-10-26
13988,Starmyu,,,,2017-10-26
13989,,,,,
13990,The Silver Guardian,,,,2017-10-26
13991,Tsugumomo,,,,2017-10-26
13992,Theseus,"['Action', ' Adventure', ' Indie']",Forge Reply srl,Forge Reply srl,2017-10-26
13993,Twin Angels BREAK,,,,2017-10-26
13994,,,,,
13995,,,,,
13996,,,,,
13997,The Reflection,,,,2017-10-26
13998,Classroom of the Elite,,,,2017-10-26
14001,,,,,
14005,The Morose Mononokean,,,,2017-10-26
14007,Seiren,,,,2017-10-26
14011,,,,,
14013,,,,,
14015,Temple Raid VR,['Adventure'],"Space Wedgie, LLC","Space Wedgie, LLC",2017-10-27
14017,Amazon Odyssey,['Adventure'],Heavy Iron Studios,Vive Studios,2017-10-26
14019,Gun Club VR,"['Action', ' Indie', ' Simulation', ' Early Access']",The Binary Mill,The Binary Mill,2017-10-26
14030,Black Clover,,,,2017-10-03
14031,Yowamushi Pedal,,,,2017-10-26
14032,,,,,
14038,Deadeye Dungeon,"['Action', ' Adventure', ' Indie', ' RPG']",Flávio Miyamaru,Flávio Miyamaru,2017-06-07
14047,Space Pirates And Zombies 2,"['Action', ' Adventure', ' Indie', ' RPG', ' Simulation', ' Strategy']",MinMax Games Ltd.,MinMax Games Ltd.,2017-11-07
14049,Lost in New Mexico,,,,2009-06-15
14051,,,,,
14053,SKYBOX VR Video Player,['Video Production'],"Source Technology Co., Ltd.","Source Technology Co., Ltd.",2017-10-24
14067,Drop,"['Utilities', ' Early Access']",Drop Software Inc.,Drop Software Inc.,2017-10-25
14077,Temple of Aluxes,"['Adventure', ' Indie']",Silver Machine Studios,Silver Machine Studios,2017-10-25
14081,Speedball Arena,"['Indie', ' Sports']",Reality Reflection,Reality Reflection,2017-11-15
14088,Power Tools VR,"['Casual', ' Simulation']",Onteca Ltd,"Onteca Ltd , CGA Simulation",2017-10-25
14094,The Relentless,"['Action', ' Casual', ' Indie']",Brett Jackson,Head Start Design,2017-10-24
14106,Clarence,,,,2017-10-24
14114,,,,,
14115,Breadwinner VR,"['Casual', ' Indie', ' Simulation']",VEL-Ocity,VEL-Ocity,2017-10-24
14118,Mind Blown,,,,2017-10-24
14124,Undead Development,"['Action', ' Indie', ' Simulation', ' Early Access']",Masterstrike,Masterstrike,2017-10-24
14130,Bobbi_Cities,"['Action', ' Adventure', ' Casual', ' Strategy']","Shanghai ThinkingBear Network Technology Co.,Ltd","Shanghai ThinkingBear Network Technology Co.,Ltd",2017-09-25
14131,,,,,
14132,,,,,
14134,,,,,
14136,,,,,
14137,,,,,
14138,Lovemakers,,,,2011-12-15
14140,Galapagos Evolution,,,,2017-10-01
14159,The Man From Outer Space,,,,2017-10-10
14167,,,,,
14170,Bartender VR Simulator,"['Simulation', ' Early Access']",VR Factory,VR Factory,2017-10-20
14179,VoxVR,"['Animation & Modeling', ' Design & Illustration', ' Utilities']",Broken Vector,Broken Vector,2017-10-20
14203,Apex,"['Casual', ' Indie']",Arjan van Meerten,"Wevr, Inc",2017-10-19
14207,Shadows in the Darkness,"['Action', ' Adventure', ' Indie', ' RPG', ' Early Access']",Scornz,Scornz,2017-10-19
14211,,,,,
14216,YOU by Sharecare,['Education'],"Sharecare, Inc.","Sharecare, Inc.",2017-10-01
14219,COMBAT INSTINCT,"['Action', ' Adventure', ' Indie', ' RPG', ' Sports']",Prism Interactive Entertainment Inc.,Prism Interactive Entertainment Inc.,2017-10-19
14221,,,,,
14224,Strata Spaces VR,"['Animation & Modeling', ' Design & Illustration']","Strata Mixed Reality, Inc.","Strata Mixed Reality, Inc.",2017-10-26
14237,The Talos Principle VR,"['Action', ' Adventure', ' Indie']",Croteam VR,"Devolver Digital, Croteam Publishing",2017-10-17
14239,Luna,['Indie'],Funomena,Funomena,2017-10-17
14241,,,,,
14251,Skyworld,"['Indie', ' Strategy']",Vertigo Games,Vertigo Games,2017-10-17
14252,Last Train To Berlin,,,,1970-07-15
14253,Massacre At Noon,,,,1975-12-31
14271,Taphouse VR,"['Indie', ' Simulation', ' Early Access']",Catland,Catland,2017-10-17
14293,Virtual Space,"['Utilities', ' Early Access']",Virtual Space Inc.,Virtual Space Inc.,2017-10-16
14298,,,,,
14301,RoadRunner VR,"['Adventure', ' Casual', ' Indie', ' Racing']",Hot Knife Digital Media,Hot Knife Digital Media,2017-10-12
14305,Fall Fear Fly Redemption,"['Action', ' Adventure', ' Casual', ' Indie', ' Sports']",Lobaki,Lobaki,2017-10-16
14314,Cliffstone Manor,"['Adventure', ' Simulation']",Sprocket Crash Games,Sprocket Crash Games,2017-10-17
14328,Vampire Academy,,,,2014-05-09
14331,DreamTank,"['Casual', ' Indie']",Studio229,Studio229,2017-10-13
14336,Lumberjack VR,"['Action', ' Indie']",Erik Brunnström,Erik Brunström,2017-10-13
14345,,,,,
14356,,,,,
14367,,,,,
14368,,,,,
14378,Planet Protector VR,"['Action', ' Casual', ' Indie', ' Early Access']",BigfootDS,BigfootDS,2017-10-13
14385,Stonehenge VR SANDBOX,['Casual'],VoyagerVR,VoyagerVR,2017-10-10
14409,,,,,
14411,King of Spin VR,"['Action', ' Casual', ' Simulation', ' Sports']",Wicked Witch,Wicked Witch,2017-10-10
14436,The Mix,,,,2017-10-10
14445,,,,,
14446,Knife Club VR,"['Action', ' Indie', ' Early Access']",LiquidFire Entertainment,LiquidFire Entertainment,2017-10-09
14460,ASCII Wars,['Strategy'],James Oliver,James Oliver,
